ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-000107;Esteban Álvaro Álvarez Torres;54;$3.047.000;10;865588295-8;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 135 #83-94, Apto 383, Barrio San José;3;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-000108;Alejandra Pérez Quintero;33;$5.329.000;1;876385544-5;Demo Distribuciones Altamira Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 155 #78-10, Apto 307, Barrio Santa Ana;3;"Abuelos; Padres; Pareja";Arriendo;Urbano;Casado;Mujer;Sí
AF-000109;Julián Hernández Cárdenas;19;$2.576.000;1;947019021-4;Demo Logística Andina SAS;A;Cundinamarca;Soacha;Transversal 97 #83-91, Barrio Las Palmas;0;Padres;Arriendo;Urbano;Soltero;Hombre;No
AF-000110;Sebastián Suárez González;39;$2.822.000;0;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Calle 3 #12-94, Barrio Centro;0;Pareja;Arriendo;Urbano;Casado;Hombre;No
AF-000111;Kevin Jhon Salazar Castaño;43;$4.701.000;7;886651994-3;Demo Gestión Ambiental SAS;B;Valle del Cauca;Cali;Carrera 49 #71-90, Barrio Nueva Colombia;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000112;Samuel Castro Ruiz;35;$2.826.000;17;875123122-3;Demo Gestión Humana Avanza S.A.;A;Huila;Neiva;Carrera 123 #13-95, Barrio La Castellana;2;Hijos;Arriendo;Urbano;Viudo;Hombre;No
AF-000113;Claudia Laura Acosta Restrepo;41;$2.516.000;11;912308943-2;Demo Gestión Humana Avanza S.A.;A;Atlántico;Soledad;Calle 19 #52-54, Apto 1736, Barrio Nueva Colombia;Más de 4;Hijos;Arriendo;Urbano;Separado;Mujer;Sí
AF-000114;Kevin Vélez Montoya;24;$8.317.000;1;947019021-4;Demo Logística Andina SAS;C;Bogotá D.C.;Bogotá D.C.;Avenida 142 #35-5, Barrio Los Pinos;2;"Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-000115;Germán Ramírez Parra;44;$5.014.000;1;876530833-0;Demo Agroservicios Llanos SAS;B;Santander;Bucaramanga;Transversal 5 #94-30, Barrio La Campiña;2;"Abuelos; Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-000116;Miguel Ortiz León;43;$2.540.000;2;912308943-2;Demo Gestión Humana Avanza S.A.;A;Tolima;Ibagué;Calle 15 #115-50, Barrio La Castellana;3;"Padres; Hijos";Arriendo;Urbano;Separado;Hombre;No
AF-000117;Ricardo Brayan Castaño Caicedo;38;$3.150.000;16;908878877-4;Demo Servicios de Aseo Integral SAS;A;Antioquia;Bello;Transversal 35 #116-1, Apto 841, Barrio Las Palmas;2;"Abuelos; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-000118;Tatiana Bermúdez González;56;$2.548.000;21;940633103-7;Demo Servicios de Aseo Integral SAS;A;Bogotá D.C.;Bogotá D.C.;Calle 180 #8-26, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;No
AF-000119;Esteban Bermúdez Herrera;36;$9.738.000;14;982537560-1;Demo Industrias del Sur S.A.;C;Antioquia;Bello;Avenida 65 #103-61, Barrio Las Palmas;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;No
AF-000120;Sofía Mendoza Castaño;58;$6.739.000;1;818143241-1;Demo Tecnología Prisma S.A.;B;Antioquia;Medellín;Avenida 34 #52-31, Barrio La Campiña;Más de 4;Hijos;Familiar;Urbano;Viudo;Mujer;Sí
AF-000121;Martha Herrera Pineda;36;$6.275.000;2;947019021-4;Demo Logística Andina SAS;B;Valle del Cauca;Cali;Vereda El Triunfo, Finca La Esperanza, km 14;1;"Pareja; Hijos";Propia;Rural;Casado;Mujer;Sí
AF-000122;Viviana Gloria Cardona González;30;$2.561.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;A;Córdoba;Lorica;Carrera 179 #73-57, Barrio La Victoria;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000123;Edwin Parra López;37;$1.990.000;2;993674353-1;Demo Soluciones Documentales S.A.;A;Huila;Neiva;Carrera 100 #6-91, Apto 1667, Barrio Villa Nueva;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-000124;Álvaro Gómez García;31;$2.480.000;6;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Santander;Bucaramanga;Diagonal 163 #85-87, Barrio El Recreo;0;Padres;Propia;Urbano;Soltero;Hombre;Sí
AF-000125;Natalia Torres Rojas;40;$5.636.000;8;982310027-1;Demo Redes y Conectividad S.A.;B;Norte de Santander;Cúcuta;Avenida 108 #39-62, Apto 529, Barrio Las Palmas;2;Hijos;Familiar;Urbano;Separado;Mujer;Sí
AF-000126;Sofía Camila Caicedo García;40;$1.992.000;10;947019021-4;Demo Logística Andina SAS;A;Santander;Bucaramanga;Avenida 50 #85-23, Barrio Los Pinos;2;Hijos;Familiar;Urbano;Viudo;Mujer;No
AF-000127;Diana María Cardona Salazar;37;$4.945.000;13;865588295-8;Demo Comercializadora Pacífico S.A.;B;Bogotá D.C.;Bogotá D.C.;Carrera 65 #39-63, Barrio Los Pinos;3;Hijos;Familiar;Urbano;Viudo;Mujer;Sí
AF-000128;Manuela María Suárez Vargas;28;$6.354.000;2;924415025-8;Demo Operaciones Mineras Demo Ltda.;B;Bogotá D.C.;Bogotá D.C.;Carrera 105 #42-10, Barrio Villa Nueva;0;Pareja;Familiar;Urbano;Soltero;Mujer;Sí
AF-000129;Santiago Acosta León;57;$2.725.000;10;900723063-1;Demo Farmacéutica Horizonte Ltda.;A;Antioquia;Medellín;Transversal 154 #113-35, Apto 353, Barrio La Arboleda;1;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-000130;Andrea Álvarez Pardo;32;$12.490.000;2;927195966-9;Demo Consultoría Ápice S.A.S.;C;Antioquia;Medellín;Diagonal 61 #25-68, Barrio El Recreo;3;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-000131;Camila Fernanda Pérez Castaño;29;$2.101.000;6;821361154-2;Demo Operaciones del Caribe SAS;A;Cundinamarca;Chía;Vereda La Unión, Finca La Fortuna, km 4;2;"Padres; Hijos";Arriendo;Rural;Unión Libre;Mujer;No
AF-000132;Patricia Natalia Vargas Cifuentes;35;$2.591.000;1;830923505-1;Demo Manufacturas Capital Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 13 #25-39, Apto 1034, Barrio La Victoria;2;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-000133;Esteban Héctor León Romero;43;$2.667.000;14;865940169-7;Demo Seguridad y Control S.A.S.;A;Boyacá;Tunja;Transversal 22 #84-19, Barrio La Castellana;0;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-000134;Brayan Arias Rodríguez;19;$2.318.000;1;947019021-4;Demo Logística Andina SAS;A;Cundinamarca;Chía;Transversal 131 #90-19, Barrio El Porvenir;0;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-000135;Sara Torres Cifuentes;31;$2.591.000;4;901849434-6;Demo Servicios Financieros Demo S.A.S.;A;Norte de Santander;Cúcuta;Avenida 166 #52-14, Barrio Centro;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000136;Cristian Montoya López;41;$2.977.000;1;890867012-9;Demo Logística Andina SAS;A;Santander;Barrancabermeja;Carrera 140 #88-36, Barrio La Victoria;3;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-000137;Nicolás Bermúdez Muñoz;66;$3.521.000;6;930736264-0;Demo Transporte Metropolitano Ltda.;B;Atlántico;Barranquilla;Transversal 43 #113-58, Barrio San Martín;1;Hijos;Propia;Urbano;Casado;Hombre;Sí
AF-000138;Adriana Ruiz Arias;36;$2.011.000;3;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Palmira;Avenida 102 #73-96, Barrio El Recreo;3;"Abuelos; Pareja";Arriendo;Urbano;Casado;Mujer;No
AF-000139;Diego Jonathan Cifuentes Valencia;54;$2.743.000;10;861183695-7;Demo Agroindustria del Valle SAS;A;Sucre;Sincelejo;Diagonal 131 #78-96, Barrio San Martín;0;Abuelos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-000140;Andrea Natalia Cárdenas Molina;40;$1.945.000;8;963110020-3;Demo Soluciones Verdes S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Carrera 93 #3-8, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000141;Daniela Sánchez Rojas;50;$5.896.000;5;890849770-7;Demo Tecnología Prisma S.A.;B;Bogotá D.C.;Bogotá D.C.;Calle 177 #107-59, Barrio Centro;2;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000142;Gabriela Natalia Restrepo Torres;43;$5.517.000;4;982310027-1;Demo Redes y Conectividad S.A.;B;Antioquia;Medellín;Carrera 83 #118-43, Apto 418, Barrio Los Pinos;0;Pareja;Propia;Urbano;Casado;Mujer;No
AF-000143;Andrea González Cárdenas;49;$2.043.000;7;865175977-1;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 172 #58-28, Apto 844, Barrio La Floresta;2;Hijos;Arriendo;Urbano;Separado;Mujer;Sí
AF-000144;Mónica Vargas Suárez;45;$4.229.000;7;870539186-2;Demo Servicios Empresariales Nexo S.A.;B;Bolívar;Cartagena;Calle 152 #44-79, Apto 249, Barrio La Floresta;3;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-000145;Viviana Rodríguez Rojas;64;$2.449.000;15;811888430-7;Demo Operaciones Urbanas SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 157 #48-64, Barrio La Floresta;1;Pareja;Propia;Urbano;Casado;Mujer;No
AF-000146;Andrés Juan Montoya Díaz;33;$5.083.000;8;912308943-2;Demo Gestión Humana Avanza S.A.;B;Santander;Bucaramanga;Transversal 60 #79-9, Barrio Santa Ana;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000147;Andrea Sara López González;29;$2.106.000;7;818143241-1;Demo Tecnología Prisma S.A.;A;Valle del Cauca;Cali;Avenida 72 #79-91, Apto 1417, Barrio Centro;1;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000148;Martha Rodríguez López;33;$4.840.000;7;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Calle 172 #71-71, Apto 1449, Barrio Nueva Colombia;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;No
AF-000149;Samuel Cárdenas Restrepo;24;$5.050.000;2;983800144-1;Demo Agroindustria del Valle SAS;B;Antioquia;Bello;Diagonal 93 #53-97, Barrio La Castellana;0;Padres;Familiar;Urbano;Soltero;Hombre;Sí
AF-000150;Edwin Camilo Gómez Herrera;33;$1.997.000;3;865686587-3;Demo Agroindustria del Valle SAS;A;Antioquia;Medellín;Calle 97 #115-35, Apto 280, Barrio Ciudad Jardín;3;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000151;Julián Cristian García Vargas;40;$2.202.000;4;910242862-1;Demo Energía y Redes S.A.S.;A;Tolima;Espinal;Diagonal 153 #64-66, Barrio La Castellana;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-000152;Fernando Brayan Pardo Romero;33;$2.727.000;12;947019021-4;Demo Logística Andina SAS;A;Atlántico;Soledad;Calle 113 #53-20, Barrio Villa Nueva;0;Padres;Arriendo;Urbano;Soltero;Hombre;Sí
AF-000153;Alexander Julián Cárdenas Salazar;34;$5.397.000;5;935945847-9;Demo Turismo y Experiencias S.A.;B;Valle del Cauca;Cali;Avenida 92 #116-41, Barrio La Esperanza;1;"Abuelos; Hijos";Propia;Urbano;Soltero;Hombre;Sí
AF-000154;Diana Pérez Quintero;42;$2.060.000;3;910242862-1;Demo Energía y Redes S.A.S.;A;Tolima;Ibagué;Calle 102 #65-75, Barrio San Martín;Más de 4;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-000155;Mauricio Jhon Martínez Jiménez;33;$4.691.000;2;926068486-8;Demo Manufacturas Capital Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 27 #2-64, Apto 117, Barrio Villa Nueva;0;"Abuelos; Pareja";Arriendo;Urbano;Soltero;Hombre;No
AF-000156;Sara Cabrera Díaz;31;$2.665.000;1;892846205-0;Demo Operaciones Mineras Demo Ltda.;A;Atlántico;Barranquilla;Avenida 10 #111-14, Barrio Los Pinos;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-000157;Tatiana Diana Rodríguez Sánchez;62;$4.591.000;13;876530833-0;Demo Agroservicios Llanos SAS;B;Antioquia;Bello;Diagonal 16 #60-73, Barrio El Bosque;2;"Padres; Hijos";Propia;Urbano;Soltero;Mujer;No
AF-000158;Gabriela Valencia Romero;40;$2.453.000;22;944833963-7;Demo Operaciones del Caribe SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 51 #7-89, Apto 1049, Barrio La Castellana;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-000159;Laura Pérez Muñoz;43;$2.017.000;1;839063307-1;Demo Salud Integral Colombia SAS;A;Valle del Cauca;Cali;Carrera 34 #24-16, Barrio Santa Ana;1;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000160;Andrea Sara Ramírez Martínez;24;$2.219.000;3;935945847-9;Demo Turismo y Experiencias S.A.;A;Chocó;Quibdó;Calle 11 #85-55, Barrio Santa Ana;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-000161;Isabella Rodríguez Sánchez;23;$2.784.000;5;847968494-2;Demo Infraestructura Nacional Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 10 #29-76, Barrio Ciudad Jardín;0;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-000162;Jhon Martín Montoya Moreno;61;$4.416.000;14;865686587-3;Demo Agroindustria del Valle SAS;B;Antioquia;Medellín;Calle 65 #64-14, Apto 1579, Barrio La Floresta;1;Hijos;Familiar;Urbano;Separado;Hombre;Sí
AF-000163;Daniela Jiménez Valencia;26;$2.036.000;4;827732900-5;Demo Redes y Conectividad S.A.;A;La Guajira;Maicao;Diagonal 158 #5-71, Barrio Las Palmas;2;Padres;Arriendo;Urbano;Soltero;Mujer;Sí
AF-000164;Ricardo Romero Caicedo;30;$5.424.000;9;873953887-2;Demo Textiles Cordillera Ltda.;B;Bogotá D.C.;Bogotá D.C.;Carrera 42 #69-54, Apto 647, Barrio La Campiña;1;"Abuelos; Pareja; Hijos";Propia;Urbano;Casado;Hombre;No
AF-000165;Álvaro David Bustos López;33;$2.289.000;15;830923505-1;Demo Manufacturas Capital Ltda.;A;Tolima;Ibagué;Calle 22 #90-47, Apto 791, Barrio La Floresta;1;Pareja;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000166;Liliana Quintero Pardo;31;$5.207.000;9;865588295-8;Demo Comercializadora Pacífico S.A.;B;Cesar;Aguachica;Calle 51 #34-25, Barrio Centro;0;Padres;Arriendo;Urbano;Soltero;Mujer;Sí
AF-000167;Manuela León Torres;24;$2.377.000;5;907599250-6;Demo Servicios Horizonte S.A.S.;A;Valle del Cauca;Cali;Diagonal 107 #86-22, Apto 934, Barrio La Victoria;0;Padres;Propia;Urbano;Soltero;Mujer;Sí
AF-000168;Sam Restrepo Acosta;38;$1.854.000;11;865588295-8;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 123 #49-76, Barrio Villa Nueva;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;No especifica;Sí
AF-000169;Paola Claudia Restrepo Cortés;41;$2.275.000;18;955275268-1;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 25 #100-43, Barrio El Prado;2;Pareja;Arriendo;Urbano;Casado;Mujer;Sí
AF-000170;Edwin Herrera Álvarez;32;$2.323.000;3;947019021-4;Demo Logística Andina SAS;A;Bogotá D.C.;Bogotá D.C.;Diagonal 101 #102-46, Barrio San José;Más de 4;Padres;Propia;Urbano;Soltero;Hombre;Sí
AF-000171;Martín Medina Cifuentes;53;$4.617.000;18;876089951-0;Demo Educación Futuro S.A.S.;B;Antioquia;Medellín;Avenida 134 #75-48, Apto 1284, Barrio Villa Nueva;2;Hijos;Arriendo;Urbano;Separado;Hombre;Sí
AF-000172;Sebastián Acosta Acosta;59;$5.197.000;7;900723063-1;Demo Farmacéutica Horizonte Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 32 #115-80, Apto 1736, Barrio Los Pinos;2;Hijos;Propia;Urbano;Soltero;Hombre;No
AF-000173;Sebastián Cortés Gómez;29;$2.768.000;2;947019021-4;Demo Logística Andina SAS;A;Caquetá;Florencia;Diagonal 25 #101-89, Apto 1538, Barrio San Martín;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-000174;Mauricio Castro Hernández;41;$4.487.000;7;959637409-2;Demo Logística Andina SAS;B;Nariño;Pasto;Carrera 12 #57-94, Apto 1572, Barrio El Recreo;0;Abuelos;Familiar;Urbano;Separado;Hombre;No
AF-000175;Daniel Cabrera Ospina;28;$2.482.000;4;924415025-8;Demo Operaciones Mineras Demo Ltda.;A;Cesar;Valledupar;Calle 1 #84-95, Barrio Nueva Colombia;2;Padres;Familiar;Urbano;Soltero;Hombre;Sí
AF-000176;Andrea Pineda López;54;$3.430.000;4;818143241-1;Demo Tecnología Prisma S.A.;A;Risaralda;Pereira;Calle 69 #76-19, Apto 299, Barrio El Prado;1;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000177;Carolina Vargas Montoya;32;$2.267.000;9;899808500-2;Demo Consultoría Ápice S.A.S.;A;Santander;Floridablanca;Carrera 23 #86-68, Barrio Centro;1;Pareja;Arriendo;Urbano;Separado;Mujer;No
AF-000178;Rafael Santiago Navarro García;32;$4.304.000;4;865588295-8;Demo Comercializadora Pacífico S.A.;B;Bogotá D.C.;Bogotá D.C.;Transversal 15 #71-59, Apto 1319, Barrio Santa Ana;0;Padres;Propia;Urbano;Soltero;Hombre;No
AF-000179;David Alejandro Ramírez Quintero;28;$4.856.000;4;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Carrera 129 #73-13, Barrio Los Pinos;1;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-000180;Daniel Miguel Castaño León;45;$4.031.000;4;839065913-2;Demo Mantenimiento Estratégico S.A.;B;Meta;Villavicencio;Transversal 33 #53-37, Barrio El Bosque;3;Hijos;Propia;Urbano;Casado;Hombre;No
AF-000181;Andrés Rodríguez Arias;33;$5.435.000;6;876089951-0;Demo Educación Futuro S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Avenida 8 #4-66, Apto 287, Barrio Santa Ana;1;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-000182;Daniel Díaz Rodríguez;60;$2.802.000;2;876385544-5;Demo Distribuciones Altamira Ltda.;A;Huila;Neiva;Vereda El Porvenir, Finca Los Naranjos, km 13;1;"Pareja; Hijos";Familiar;Rural;Unión Libre;Hombre;Sí
AF-000183;Mauricio Medina Jiménez;39;$2.183.000;9;865175977-1;Demo Comercializadora Pacífico S.A.;A;Santander;Barrancabermeja;Avenida 83 #79-48, Barrio El Prado;1;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-000184;Germán Camilo Hernández Pineda;37;$1.954.000;1;983800144-1;Demo Agroindustria del Valle SAS;A;Valle del Cauca;Cali;Carrera 67 #68-68, Barrio Villa Nueva;1;Hijos;Propia;Urbano;Unión Libre;Hombre;No
AF-000185;Tomás Gómez Molina;34;$2.846.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Atlántico;Soledad;Diagonal 59 #21-88, Barrio El Prado;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;No
AF-000186;Jorge Luis Bermúdez González;47;$2.176.000;4;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Transversal 176 #98-75, Apto 1271, Barrio La Victoria;0;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-000187;Fernando Mateo Ospina Pineda;57;$5.746.000;2;900018166-8;Demo Procesos Industriales Sigma SAS;B;Antioquia;Rionegro;Carrera 156 #44-89, Barrio La Floresta;Más de 4;Hijos;Propia;Urbano;Soltero;Hombre;Sí
AF-000188;Viviana Angélica Herrera Ortiz;30;$2.703.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Cauca;Popayán;Avenida 21 #73-91, Barrio El Porvenir;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-000189;Alejandro Tomás Suárez Álvarez;34;$3.128.000;0;830923505-1;Demo Manufacturas Capital Ltda.;A;Antioquia;Medellín;Carrera 124 #23-39, Apto 1090, Barrio La Floresta;1;"Abuelos; Hijos";Familiar;Urbano;Soltero;Hombre;Sí
AF-000190;Jonathan Diego Caicedo López;46;$2.491.000;3;907599250-6;Demo Servicios Horizonte S.A.S.;A;Antioquia;Medellín;Avenida 72 #91-84, Barrio La Castellana;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000191;Jhon Hernández Jiménez;33;$3.090.000;3;811888430-7;Demo Operaciones Urbanas SAS;A;Casanare;Yopal;Calle 8 #76-51, Barrio La Floresta;2;Hijos;Propia;Urbano;Soltero;Hombre;Sí
AF-000192;Juan Gómez Cifuentes;34;$2.465.000;16;814185903-2;Demo Soluciones Verdes S.A.S.;A;Santander;Barrancabermeja;Carrera 84 #70-55, Barrio Las Palmas;2;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-000193;Wilson Alexander Herrera Sánchez;37;$1.940.000;10;977165882-2;Demo Ingeniería Integral S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 166 #82-97, Barrio La Campiña;2;"Abuelos; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-000194;Marcela Mónica Pardo Restrepo;44;$2.052.000;7;935945847-9;Demo Turismo y Experiencias S.A.;A;Bogotá D.C.;Bogotá D.C.;Calle 175 #6-19, Apto 885, Barrio Nueva Colombia;3;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000195;Luis Rafael Caicedo Ruiz;33;$2.433.000;3;955275268-1;Demo Transporte Metropolitano Ltda.;A;Antioquia;Medellín;Carrera 176 #5-85, Barrio Villa Nueva;0;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-000196;Camila Daniela Bustos Parra;36;$2.163.000;7;899808500-2;Demo Consultoría Ápice S.A.S.;A;Antioquia;Medellín;Avenida 55 #15-58, Barrio San Martín;2;"Padres; Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;No
AF-000197;Johanna Restrepo Quintero;31;$4.787.000;2;947123212-9;Demo Ingeniería Integral S.A.S.;B;Cesar;Aguachica;Carrera 178 #104-25, Apto 1028, Barrio Ciudad Jardín;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000198;Jorge Bermúdez Vélez;31;$2.006.000;11;806247297-5;Demo Infraestructura Nacional Ltda.;A;Valle del Cauca;Cali;Carrera 6 #91-19, Apto 541, Barrio Santa Ana;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-000199;Felipe Cardona Álvarez;59;$2.736.000;1;972788498-2;Demo Soluciones de Movilidad Ltda.;A;Valle del Cauca;Cali;Calle 115 #120-7, Barrio La Castellana;2;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-000200;Camila Álvarez Pérez;32;$2.460.000;2;900018166-8;Demo Procesos Industriales Sigma SAS;A;Norte de Santander;Cúcuta;Avenida 4 #105-62, Barrio Ciudad Jardín;1;Hijos;Arriendo;Urbano;Soltero;Mujer;Sí
AF-000201;Valentina Vélez Ortiz;47;$3.390.000;6;976076773-2;Demo Operaciones del Caribe SAS;A;Bolívar;Magangué;Avenida 162 #39-78, Apto 1476, Barrio La Arboleda;1;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000202;Óscar Bustos Pardo;22;$5.672.000;2;952582906-8;Demo Construcciones Nova SAS;B;Cundinamarca;Soacha;Calle 3 #71-10, Barrio Centro;0;Padres;Propia;Urbano;Separado;Hombre;Sí
AF-000203;Fernanda Arias Castaño;43;$3.198.000;4;807703269-9;Demo Construcciones Nova SAS;A;Antioquia;Medellín;Calle 135 #17-19, Barrio San Martín;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000204;Alejandra Cabrera Montoya;58;$2.005.000;2;818143241-1;Demo Tecnología Prisma S.A.;A;Risaralda;Pereira;Calle 138 #36-41, Barrio San Martín;2;Hijos;Arriendo;Urbano;Viudo;Mujer;No
AF-000205;Mateo Ramírez Herrera;25;$4.499.000;1;815499136-1;Demo Comercio Digital Uno S.A.;B;Bogotá D.C.;Bogotá D.C.;Diagonal 135 #109-71, Barrio Los Pinos;3;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-000206;Alexander Mauricio Pérez Cárdenas;58;$3.232.000;7;952582906-8;Demo Construcciones Nova SAS;A;Cundinamarca;Soacha;Transversal 92 #58-33, Barrio La Arboleda;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000207;Adriana Díaz Restrepo;46;$16.279.000;7;814377706-2;Demo Alimentos del Centro Ltda.;C;Santander;Barrancabermeja;Diagonal 94 #93-60, Barrio El Porvenir;0;Abuelos;Arriendo;Urbano;Separado;Mujer;No
AF-000208;Mónica León Medina;31;$4.492.000;10;830923505-1;Demo Manufacturas Capital Ltda.;B;Atlántico;Barranquilla;Diagonal 173 #18-13, Barrio Santa Ana;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-000209;Álvaro Sánchez Mendoza;39;$2.446.000;5;921244871-7;Demo Redes y Conectividad S.A.;A;Bogotá D.C.;Bogotá D.C.;Avenida 21 #117-10, Barrio La Victoria;1;Hijos;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000210;Johanna Viviana Caicedo Salazar;53;$2.427.000;2;976203596-0;Demo Alimentos del Centro Ltda.;A;Boyacá;Duitama;Calle 70 #109-41, Apto 423, Barrio El Porvenir;0;Pareja;Propia;Urbano;Casado;Mujer;Sí
AF-000211;Daniel Pardo Vélez;33;$2.251.000;1;907599250-6;Demo Servicios Horizonte S.A.S.;A;Santander;Bucaramanga;Avenida 25 #88-37, Barrio San José;1;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;No
AF-000212;Valentina Natalia Arias Cortés;28;$2.808.000;10;907432753-1;Demo Alimentos del Centro Ltda.;A;Valle del Cauca;Cali;Avenida 15 #102-20, Barrio Santa Ana;0;Pareja;Arriendo;Urbano;Casado;Mujer;Sí
AF-000213;Diego Nicolás Bustos Pérez;53;$4.890.000;2;924415025-8;Demo Operaciones Mineras Demo Ltda.;B;Valle del Cauca;Cali;Transversal 88 #46-98, Apto 419, Barrio Los Pinos;1;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
